title,description,image_url,duration,date,cost,rating,type,section_id,location,start_hour,end_hour
Kids Summer Camp,"Kids Summer Camp 2025 - Fun, Learning & Adventure Await! Let your child dive into a world of creativity and excitement at our Kids Summer Camp , designed specially for children aged 5 years and above ! With a variety of engaging activities like arts & crafts, dance, music, painting, games, and many more fun activities , every day is a new opportunity to learn, play, and grow.
🎁 Exciting gifts await for every child, and the best part? Everything they create, they get to take home - making memories that last beyond camp! 🌟 Age Group: 5-12years 📍 Location: Rcube Monad Mall, Sector-43, Noida-201303 📅 Dates: 17th May 2025 onwards 🕒 Timings: 12 PM onwards 🎟️ Hurry! Limited seats available - book now and give your child a summer to remember!",https://cdn-az.allevents.in/events10/banners/edffa4d0-35a7-11f0-9f20-1168cb69c768-rimg-w1200-h600-dcec4e5b-gmir.jpg?v=1747765589,1,2025-05-24,0.0,4.5,family,2,Rcube Monad: Noida,16:30,15:00
SUMMER CAMP ACTIVITY,"🌞 Delhi Children's Summer Camp 2025 📅 Dates: 1st to 8th June 🕘 Timing: 10:00 AM - 2:00 PM 📍 Location: AGR Vikaas Trust Nand Nagri Delhi 👧🧒 Age Group: 6 - 18years 📞 Contact for Registration: 8527613720, 9871305499.
✨ Camp Overview Beat the heat with five fun-filled days of learning creativity and friendship! Our Delhi Children's Summer Camp is designed to engage young minds in a safe indoor/outdoor (morning) setting with a variety of hands-on activities games storytelling and educational fun.
Every day features a new theme to spark imagination and foster social and emotional growth.
💰 Registration Details Camp Fee: ₹300 per child (for all 7 days) Early Bird Discount: ₹270 (if registered before 10th May) Sibling Discount: 10% off for each sibling Includes: All activity materials daily refreshments certificates and prizes What to Bring: Water bottle cap lunchbox extra clothes on Water Day (8th june) 📋 How to Register",https://cdn2.allevents.in/thumbs/thumb6825b91d93098.jpg,1,2025-06-01,0.0,4.5,family,1,Nand Nagri,11:00,00:00
FUNKY ISLAND - R CUBE MALL,"Looking to spend quality time with family? Leave the ordinary spots and head out for a day of fun and excitement with a trip to Funky Island.
Funky Island is an entertainment center that offers activities for people of all age groups.
Enjoy a variety of games like toy catchers, basketball, air hockey, 7D, 9D, kids play area, bumper cars, bike racing/car racing games, hammer, and many more.
So gather your family and friends and head to Funky Island for a memorable experience!",https://cdn-az.allevents.in/events4/banners/2b317670-3590-11f0-9f20-1168cb69c768-rimg-w1200-h600-dc43c5e6-gmir.jpg?v=1747755376,1,2025-05-22,0.0,4.5,family,1,Funky Island - R Cube Mall: Noida,11:00,11:00
FUNKY ISLAND - NETAJI SUBHASH PALACE,"Looking to spend quality time with family? Leave the ordinary spots and head out for a day of fun and excitement with a trip to Funky Island.
Funky Island is an entertainment center that offers activities for people of all age groups.
Enjoy a variety of games like toy catchers, basketball, air hockey, 7D, 9D, kids play area, bumper cars, bike racing/car racing games, hammer, and many more.
So gather your family and friends and head to Funky Island for a memorable experience!",https://cdn-az.allevents.in/events1/banners/4e888d20-3590-11f0-983b-ede3ed7490e7-rimg-w1200-h600-dc43c5e6-gmir.jpg?v=1747755436,1,2025-05-24,0.0,4.5,family,1,Funky Island - Netaji Subhash Palace: Delhi,11:00,11:00
FUNKY ISLAND - JASOLA,"Looking to spend quality time with family? Leave the ordinary spots and head out for a day of fun and excitement with a trip to Funky Island.
Funky Island is an entertainment center that offers activities for people of all age groups.
Enjoy a variety of games like toy catchers, basketball, air hockey, 7D, 9D, kids play area, bumper cars, bike racing/car racing games, hammer, and many more.
So gather your family and friends and head to Funky Island for a memorable experience!",https://cdn-az.allevents.in/events2/banners/0af34700-3147-11f0-a1da-65daafb2677a-rimg-w1200-h600-dc43c5e6-gmir.jpg?v=1747284164,1,2025-05-15,0.0,4.5,family,1,Funky Island - Jasola: Delhi,11:00,11:00
FUNKY ISLAND - NIRMAN VIHAR,"Looking to spend quality time with family? Leave the ordinary spots and head out for a day of fun and excitement with a trip to Funky Island.
Funky Island is an entertainment center that offers activities for people of all age groups.
Enjoy a variety of games like toy catchers, basketball, air hockey, 7D, 9D, kids play area, bumper cars, bike racing/car racing games, hammer, and many more.
So gather your family and friends and head to Funky Island for a memorable experience!",https://cdn-az.allevents.in/events3/banners/72e10e40-3590-11f0-9f20-1168cb69c768-rimg-w1200-h600-dc43c5e6-gmir.jpg?v=1747755496,1,2025-05-21,0.0,4.5,family,1,Funky Island - Nirman Vihar: Delhi,11:00,11:00
Dynamic D2C Summit : India's Next Gen D2C Event,"Dynamic D2C Summit 2025: India's Next Gen D2C Event scheduled to take place on 4th July 2025 at the prestigious India International Centre New Delhi .
The D2C (Direct-to-Consumer) space in India is witnessing exponential growth driven by innovation digitisation and evolving consumer behaviour.
The Dynamic D2C Summit 2025 aims to bring together the brightest minds and leading stakeholders from across the ecosystem to network learn and celebrate excellence.
Venue: India International centre New Delhi Date: 4 July 2025 Time: 9 AM - 5 PM Our Invitees Include: Ministries of GOI H.
E.
Basem F.
Hellis Embassy of Palestine CMO Bonn Group Shark Tank India funded Companies ++ Event Highlights: 500+ Attendees including D2C brand founders marketers CXOs and enablers 50+ Awardees recognizing excellence and innovation across D2C sectors 10+ Exhibitors showcasing cutting-edge solutions for D2C growth 50+ Investors exploring strategic partnerships and funding opportunities 20+ High-impact keynotes panel discussions startup pitches and networking zones WHO WILL PARTICIPATE ? Business Owners CEOs Entrepreneurs Startups Investors Founders Industry Leaders Policy Makers Domain Experts etc.
from all over globe will join.
Contact for Booths/stall/sponsprship: +91 6306143307 || dGVhbSB8IGNyb3dkZmV1eiAhIGNvbQ==",https://cdn2.allevents.in/thumbs/thumb68176ba799696.jpg,1,2025-07-04,0.0,4.5,date,2,India International Centre,09:00,17:00
Project Yug Parivartan Udghosh 2025,"Project Yug Parivartan Udghosh is a landmark event igniting the spirit of self-actualized leadership and dharma-inspired action to catalyze global transformation.
Organized by the PYP Golden Age Foundation and Defined Values Consultants Pvt Ltd the gathering unites visionary leaders volunteers and dignitaries to usher in a new era of consciousness innovation and service.
The event features inspiring keynotes guided meditations deep dialogues and a collective Sankalp culminating in the unveiling of the Project Yug Parivartan Charter - a visionary call to action for building a self-realized civilization and honouring those shaping the future of humanity.
🔔 Agenda 🕘 09:00 AM - 10:00 AM | Arrival & Sacred Reception Warm welcome with Vedic chants & rose petals Tea networking spiritual ambience Registration & welcome kits with Project Yug Parivartan Brochure 🕤 10:00 AM - 10:45 AM | Opening Ceremony Lighting of the Lamp by Chief Guest and dignitaries Invocation mantra (Rigveda/Sankhya Shloka) Welcome address by Master of Ceremony Objective of Udghosh & overview of the day 🕥 10:45 AM - 12:00 PM | Keynote Address by Chief Guest Speaker: Chief Mentor Hitesh Chandel (Project Visionary) Talk Title: 'The Sacred Blueprint of YugParivartan and your role in it' Includes unveiling of YugParivartan Sankalp Patra (charter) 🕝 12:00 PM - 12:30 PM | Panel 1: Sankalp Vishwaguru Bharat (Education & Wisdom Leadership) Theme: Reviving Bharat's Role as the World's Spiritual Teacher Discussion Title: 'Reimagining Education for Conscious Leadership: From Textbooks to Truth' Talking Points: · How to integrate Vedic wisdom dharma and consciousness into modern curricula · Role of gurukuls spiritual schools and lifelong learning ecosystems · Challenges in decolonizing the education system · Bridging science and spirituality in leadership development 🕧 12:30 PM - 1:00 PM | Panel 2: Sankalp Vishwasamrat Bharat (Governance & Policy Leadership) Theme: Dharma-Centric Governance for the New Yuga Discussion Title: 'From Ruler to Rishi: Transforming Political Power through Inner Leadership' Talking Points: · Can governance be driven by inner transformation and satya ? · Role of self-actualized leaders in public administration and justice · Principles of Ramrajya and their application in modern systems · Integrating spirituality into policy and law-making 🕐 1:00 PM - 2:00 PM | Lunch & Community Connect Pure vegetarian meal Informal interactions with dignitaries Quiet instrumental music in background 🕚 2:00 PM - 2:15 PM | Sharing Impact Story by SALDP Graduates - Session 1 5 SALDP graduates share 3-minute impact stories Themes: Inner transformation social impact Ecosystem vision Moderated by SALDP Master Facilitator 🕧 02:15 PM - 2:45 PM | Panel 3: Sankalp Vishwadhanrishi Bharat (Business & Conscious Enterprise) Theme: The Sage Entrepreneur: Wealth with Wisdom Discussion Title: 'Building a Dharma-Driven Economy: The Rise of Conscious Capital' Talking Points: · Conscious entrepreneurship and spiritually aligned business models · Vedic views on wealth creation and circulation · Role of Indian businesses in global transformation · Creating value for society not just shareholders 🕚 2:45 PM - 3:15 PM | Sharing Impact Story by SALDP Graduates - Session 2 5 SALDP graduates share 3-minute impact stories Themes: Inner transformation social impact Ecosystem vision Moderated by SALDP Master Facilitator 🕧 03:15 PM - 3:45 PM | Panel 4: Sankalp Vishwakalyankari Bharat (Service & Healing Leadership) Theme: Serving Humanity through the Spirit of Seva Discussion Title: 'From Transaction to Transformation: Redefining Service in the Golden Age' Talking Points: · Healing professions with a spiritual foundation · NGOs and seva-based leadership models · Combining compassion with operational excellence · Conscious healthcare social work and wellbeing for all 🕔 3:45 PM - 4:15 PM | The Udghosh Declaration Official reading of the YugParivartan Charter Group affirmation/chant with hand gestures or symbolic act Debut of 'Project Yug Parivartan Anthem' Soulful group singing of Project Yug Parivartan anthem Group photo with Charter 🕞 4:15 PM - 4:45 PM | Tea Break & Reflection Walk Tea light snacks Optional: Inner reflection activity - informally discuss your vision for Satyug 🕓 4:45 PM - 5:15 PM | Interactive Group Process Theme: 'Circle of Commitments' (small groups) Each participant shares: What would I contribute to YugParivartan and Golden Age? Group facilitators (Aspiring PYP Chapter Presidents) document the action points 🕠 5:15 PM - 5:30 PM | Closing Ceremony",https://cdn2.allevents.in/thumbs/thumb68271a1647535.jpg,1,2025-06-04,0.0,4.5,friends,2,Crowne Plaza New Delhi Okhla By Ihg,09:00,17:00
"Delhi Business networking Meetup - start-ups , funding, networking","November seats full.
Next meetup seats booking started.
Welcome to the Business Networking Meetup a premier event tailored for entrepreneurs business professionals and investors looking to expand their professional network and explore investment opportunities.
Whether you're an investor seeking promising ventures or a professional aiming to forge valuable connections this event is your avenue to connect thrive and invest.
Key Highlights: Networking Opportunities : Engage in structured and casual networking sessions providing you with the chance to meet a diverse group of professionals and discover potential investment opportunities.
Investment Insights : Gain access to a curated selection of startups and businesses seeking investment.
Learn about exciting ventures and connect with founders ready to pitch their ideas.
Knowledge Exchange : Benefit from discussions and workshops designed to boost your investment acumen whether it's in early-stage investments industry trends or portfolio management.
Culinary Delights : Enjoy a sumptuous lunch buffet with a diverse selection of culinary delights.
Relish a wide range of flavours and dishes to fuel your networking journey.
Cocktails and Mocktails: Unwind and socialize with your fellow attendees during our evening cocktail/mocktail hour.
Sip on expertly crafted drinks while continuing your discussions in a relaxed atmosphere.
Why Attend: Investment Opportunities : Investors can explore a rich pool of promising ventures meet passionate entrepreneurs and discover the next big investment.
Expand Your Network : Connect with a wide range of professionals and fellow investors potentially leading to profitable collaborations and co-investments.
Professional Growth : Whether you're an entrepreneur businessperson or investor this meetup is a chance to advance your career and investment portfolio.
Who Should Attend: Investors : Discover promising investment opportunities and connect with entrepreneurs eager to share their vision.
Entrepreneurs : Pitch your innovative ideas and connect with investors ready to support your venture.
Networking Enthusiasts : Individuals eager to connect learn and expand their professional and investment horizons.
Don't miss the chance to be a part of the Business Networking Meetup where meaningful connections are made knowledge is shared and investment opportunities abound.
Reserve your spot today and embark on a journey towards a more prosperous connected and investment-savvy professional future! Please follow https://twitter.com/Waderscorp and tweet with this event link that you are attending for free sponsored passes For any information related to this event and for branding promotion info please contact : c2hpbnlmcmFtZXNldmVudHMgfCBnbWFpbCAhIGNvbQ==",https://cdn2.allevents.in/thumbs/thumb652effd4da18e.jpg,1,2025-05-27,0.0,4.5,tourist,2,"new delhi, India",00:00,01:00
Legacies in Stone: Trace Delhis 700-Year Sufi & Poetic Legacy at a Grand Museum,"Ready for a dive into Delhi's most dramatic chapter? Beneath the grand Mughal Garden Tomb of Humayun lies a museum like no other-sunken silent and full of secrets.
Come walk with us to India's first sunken museum it isn't just a museum but a time machine which takes you into the swirling world of empires mystics and lost cities! Join DelhiByFoot as we relive the life and times of Humayun.
The Mughal Emperor who stumbled soared and scripted one of the greatest comeback stories in Indian history.
This immersive walk connects the dots between power and prayer dynasties and saints exile and empire.
It's fast-paced story-packed and full of 'Whoa I never knew that!' moments.
WALK HIGHLIGHTS - Step into the world of Humayun-not just a lost king but a dreamer who built cities chased stars fled defeat and returned with Persian firepower to reclaim his Empire! - Get the lowdown on Deenpanah -Humayun's lost city a capital that once rivalled the best in Central Asia.
- Why here? Why now? Discover the powerful spiritual pull of Nizamuddin Auliya .
- Visit Delhi's newest coolest museum with our in-house Mughal history expert.
This isn't just a walk it's a Mughal thriller a Sufi mystery and a Delhi deep-dive all rolled into one.
Are you ready to descend into historical mayhem? Limited spots available so book now.
DAY | DATE | TIME: Sunday | 25th May 2025 | 10:30 AM - 12:30 PM CHARGES: Rs 650/- per person Rs 350/- for Senior citizens and students.* *Children below 12 yrs come free.
FOR QUERIES CALL: 62667 66967",https://cdn2.allevents.in/thumbs/thumb68208623481c0.jpg,1,2025-05-25,0.0,4.5,family,1,Humayun’s Tomb,10:30,12:30
Home Decor Show 2025,"Home Decor Show 2025 will be held on 01st to 04th June 2025 at Pragati Maidan New Delhi India.
Home Decor Show 2025 is an Architectural & Design Exhibition That Focuses on Practicality & Networking Opportunity for Our Exhibitors Across Various Cities in India.
Our Purpose is make the World more aware of the deteriorating plant health and climate change.
Therefore sustainability has taken center-stage for both businesses and consumers.
The conscious consumer base of today is looking to invest in businesses with the right environmental and social credentials.
Book your space here https://www.tradeindia.com/tiny/f4HdUtlCBV For more info visit https://tradeshows.tradeindia.com/homedecor-show/ Contact Us: D CUBE EXHIBITIONS Address: Bno 210 2nd Floor Gokhle Road Dadar West Mumbai Maharashtra India Mr.
JIGNESH KANTILAL DEDHIA Email: dcubeexhibitions.india@gmail.com #HomeDecorExpo #architectural #design #architecturalexhibition #curtains #furnishings #bedsheets #carpets #blinds #mattress #flooring #wallpaper #tradeshows #tradefairs #exhibition #pragatimaidan #newdelhi #india",https://cdn2.allevents.in/thumbs/thumb67a5b256918c2.jpg,1,2025-06-01,0.0,4.5,family,1,Pragati Maidan,10:00,18:00
MachAuto 2025- Expo,"As one of the leading machine tool and automation technology show in India MachAuto has always been a showstopper for Machine Tool Manufacturers.
Participating in MachAuto world give you an opportunity to garner business orders generate good business enquiries connect with industry professionals gain knowledge and new markets.
MachAuto with a legacy of more than a decade has played a stellar role in the growth of manufacturing industries as it always attracted.
Participating in MachAuto would give you an opportunity to garner business orders generate good business enquiries connect with industry professionals gain knowledge and new markets.
MachAuto with a legacy of more than decade has played a stellar role in the growth of manufacturing industries as it always attracted large numbers of visitors and trade delegations supporting the business growth for exhibitions.
Book your space now- https://www.tradeindia.com/tiny/LA2IjUGyhl For free visitors entry click here https://www.tradeindia.com/tiny/O2qxnf4REV For more info visit https://tradeshows.tradeindia.com/machautoexpo/ Contact Us: Udan Media & Communication Pvt.
Ltd.
Address: BM Complex Level II Near Dholewal Chowk G T Road Ludhiana Punjab India Mr.
Kapil Manoj Email: kapil@udan.in #MachAuto #machinetool #automationtechnology #automationshow #manufacturer #opportunity #pragatimaidan #newdelhi #tradeshow #tradefair #exhibition",https://cdn2.allevents.in/thumbs/thumb66c5d49e9d1a8.jpg,1,2025-05-23,0.0,4.5,family,1,Pragati Maidan,10:00,18:00
Saubhagye - Tthastu Media  storytelling and poetry show ,"SAUBHAGYE 🙏 Organized by : *TTHASTU MEDIA* collaboration with *PATHIK RASTE KA* 🌸 Supported by : AUTHOR VIKAS ROY Book : ONCE I WAS ALIVE Show description : ""A person values anything only when they don't have it or when they lose it.
Whether it's earned name respect wealth or the love received from loved ones.
The person has forgotten that they are complete within themselves.
And at times when they can't find happiness within themselves they start seeing faults in others to appear superior.
Although everyone has flaws in one form or another.
But one's own flaws are never visible to oneself nor what they have achieved.
What's visible is only false status pretense and who knows what else.
With such thoughts we are coming with a show named - 'Saubhgye' with eight excellent performers.
We request all of you to please participate in this show as an audience.
Note : Performance is not allowed for everyone in this show .
Anyone can join as an audience - ticket link will update soon .
#curatedshow #lineupshow #storytellingshow #saubhagye #play #tthastumedia #poetry #nazm #hindi",https://cdn2.allevents.in/thumbs/thumb6824c02948360.jpg,1,2025-06-22,0.0,4.5,date,1,To Be Announced,11:00,13:30
The Art Of Becoming A Million Dollar Speaker,"Welcome to the Art of Becoming A Million Dollar Speaker event! AManDeep Thind LIVE in Delhi INDIA With The 'Art of Becoming a Million Dollar Speaker' Workshop 'See exactly how he made a 10 Million Business Using Public Speaking Skills' A Live Event Like You've Never Experienced Before!! We welcome you to the Art of Becoming Million Dollar Speaker workshop led by AManDeep Thind.
He has trained and worked with the best in the training and development industry including T.
Harv Eker Clinton Swaine Robert Kiyosaki Blair Singer Les Brown and Anthony Robbins.
WHY ATTEND? Dissolve all the fear & design an invincible presentation from start to finish Master your body language and exhibit power and confidence Unlock your true communication ability & present yourself with more clarity Make your presentation more effective and memorable Learn state management for your audience and channel the energy in the room! This event is geared to be the catalyst that melts away all of your fears advances your career and earns you more money so that you can live the life you truly desire! Learning to articulate your knowledge is a high-level skill that will help you gain financial freedom for your entire family.
WANT MORE BENEFITS? HERE ARE A FEW MORE- Interaction With Trainer Amandeep Thind Games Music & Mental Activities On-Stage Challenges Off Stage Challenges Get a Unique Learning Experience With Games and Stage Challenges That Is Not Possible to Get Online.
Meet Amandeep Thind in Real-Life WHAT YOU WILL DISCOVER: How To Discover A Profitable Niche How To Build A Personal Brand How To Create Unique And Valuable Content That Sells How To Get The Mindset of a World-Class Speaker How To Speak Effortlessly Without Using A Script How To Launch Your First Event Book your spot now!",https://cdn2.allevents.in/thumbs/thumb67cad4e957a79.jpg,1,2025-07-27,0.0,4.5,family,2,Delhi,09:00,18:00
Gul o gazaal,"Step into a realm where Gul o Gazaal - a harmonious blend of poetry and music - invites you to an enchanting evening filled with the mellifluous cadence of words and the soul-stirring melodies of qawwali.
🗓 Date: June 15 2025 🕠 Time: 05:30 PM 📍 Venue: Aiwan-e-Ghalib Auditorium Ghalib Institute Near Mata Sundari Ln Mata Sundri Women's College ITO Mandi House New Delhi Delhi 110002 India New Delhi Join us at this magical event presented by exhicon and gamak entertainment where the essence of poetry by female writers will be gloriously celebrated.
Our female poetesses and a mesmerising qawwali band will transport you to a realm of artistic splendor and emotional resonance.
🎶 Immerse yourself in a musical extravaganza as the qawwali band serenades you with their moving performances transcending barriers of language and culture.
This event is a poetic retreat designed for poetry and qawwali lovers promising an unforgettable experience that will evoke a whirlwind of emotions and leave you spellbound.
Come and indulge your senses on a Sunday evening enveloped in the ethereal beauty of poetry and the captivating aura of qawwali.
Tickets for this mesmerising event are available on AllEvents.
Let Gul o Gazaal be your gateway to a world where words dance and music speaks directly to your soul.
Don't miss out on this unique opportunity to bask in the brilliance of artistic expression",https://cdn2.allevents.in/thumbs/thumb682b0321336f1.jpg,1,2025-06-15,0.0,4.5,friends,2,Aiwan-e-ghalib Auditorium,17:30,21:30
Dwarka Pickleball Tournament - PlayAll DIS Dwarka Season 3,"Dwarka Pickleball Tournament - PlayAll DIS Dwarka Season 3 A Pickleball tournament unlike any so come experience pickleball sentiments and excitement with our Pickleball tournament in.
Format: League + Knockout.
When? 25th MAY 2025 Where? PlayAll Sports Arena- DIS Dwarka Sector 23 Delhi Time? 11:00 AM onwards Location : https://maps.app.goo.gl/K4oVXLByWC8Pbh54A Categories ▶️ Men's Doubles 70+(Minimum Age of single participant is 30 and combined 70) ▶️ Men's Singles Open ▶️ Women's Singles Open ▶️ Men's Doubles Open Format: League + Knockout Minimum Matches: 2 Entry Fees Singles:- Rs.
650/- Doubles:- Rs.
1300/- Awards & Prizes Single's Winners: Rs 3000 /- + Trophy Single's Runners Up: Rs 1500 /- + Trophy Double's Winners: Rs 6000 /- + Trophy Double's Runners Up: Rs 3000 /- + Trophy Note: Minimum 9 entries Required For the full cash prize Entry open till 24th May till 4:pm (Saturday).",https://cdn2.allevents.in/thumbs/thumb682affbb0d8dc.jpg,1,2025-05-25,0.0,4.5,tourist,1,"Playall Dis Dwarka Sector 23 - Box-cricket Ground, Box-cricket Turf, Cricket Ground, Football Ground",11:00,20:00
FASTEST DELHI HALF MARATHON,"Date : 28th September 2025 FASTEST DELHI HALF MARATHON 2025 2025 | Venue : JLN STADIUM DELHI Organized By Hindustan Marathon | Distance 21.1k 10.5k 5k | Hindustan Marathon is an organization working towards the establishment of running as a serious sport by means of marathons and extensive training.
We at Runner's Life Moment are committed to the cause of healthy living catering to running fraternity to promote Running Culture.
Organized By - Hindustan Marathon Event - FASTEST DELHI HALF MARATHON Date - 28th September 2025 Venue - JLN Stadium Delhi Distance - 21.1km (Timed Run) 10.5 km (Timed Run) 5 km- (Timed Run) For Participants - 21.1km (Timed Run) 10.5 km (Timed Run) 5 km(Timed Run) T-shirt Medal certificate refreshments Hydration support Energy drink Cut-off Timings for all distances 21.1 KM (Timed Run) - 3:00 Hours.
10.5 KM (Timed Run) - 2:00 Hours.
5 KM (Timed Run) - 1 Hour.
Overall Top 3 Male & Female Runners will get trophy in 21K/10K/5K Rewards No Cash Prizes: There are no cash prizes for any distance.
Points to remember:- To get customized BIB register at least 10 days prior to the event date.
BIB Expo will be on 1 day prior to the event at Venue only there is no BIB Expo on event day.
If anyone is collecting other's bibs he/she should have a consent letter along with a ticket from the participants then only we will hand over the BIB.
There is no on-spot registration.
Exchange: Participants are not allowed to exchange their Timing BIBs with other participants.
The BIB number assigned to each participant is unique and must be used only by that participant only if anyone is found putting on another's bib he/she will be disqualified from the event.
Put on BIB on Chest it should be visible if anyone is found with BIB on the back he/she will be disqualified from the winner's list.
All the updates related to the event will be shared on the registered email id.
Only registered participants are allowed to enter the venue.
All photos will be available within 24 Hours a few albums will be available on the same day on Facebook HINDUSTAN MARATHON.
Facilities while the event:- Baggage Counter at the venue.
Ambulance on the route.
medical team at Venue and on Route at multiple points.
Hydration point at every 2 km.
Washroom at Start/Finish Route Marking : The route will be marked with arrows and other markers to guide participants on the correct path during the half marathon.
Pre-Event Zumba and post-run cooldown session for runners by Zumba instructors.
Route marshals will be there at all distances to guide the route.
Volunteers will be en route to guide runners and at Hydration points.
The medal will be given to all the participants post-completion of the run.
For any queries mail us at - aGluZHVzdGFubWFyYXRob24gfCBnbWFpbCAhIGNvbQ== WAIVER & RELEASE FROM LIABILITY I know that running or volunteering for a road race is potentially hazardous activity which could cause injury or death.
I will not enter and participate unless I am medically able and properly trained and by my signature I certify that I am medically able to perform this event and am in good health and I am properly trained.
I agree to abide by any decision of a race official relative to any aspect of my participation in this event including the right of any official to deny or suspend my participation for any reason whatsoever.
I attest that I have read the rules of the race and agree to abide by them.
I assume all risks associated with running in this event including but no limited to: falls contact with other participants the effects of the weather including high heat and/or humidity traffic and the conditions of the road all such risks being known and appreciated by me.
The registration fee is not refundable in any condition .
I understand that bicycles skateboards baby joggers roller skates or roller blades animals and personal music players are not allowed in the race and I will abide by all race rules.
Having read this waiver and knowing these facts and inconsideration of your accepting my entry I for myself and anyone entitled to act on my behalf waive and release the Runners Life Moment the group of Runners of India all event sponsors their representatives and successors from all claims or liabilities of any kind arising out of my participation in this event even though that liability may arise out of negligence or carelessness on the part of the persons named in this waiver.
I grant permission to all of the foregoing to use my photographs motion pictures recordings or any other record of this event for any race purpose.",https://cdn2.allevents.in/thumbs/thumb6829d6e94ae27.jpg,1,2025-09-28,0.0,4.5,friends,2,जवाहरलाल नेहरु स्टेडियम,05:30,06:30
Ladakh Triathlon 2025,"LADAKH TRIATHLON AND DUATHLON 2025 Register Here - https://in.explara.com/e/ladakh-triathlon-and-duathlon-2025 Dear Athlete, Welcome to one of the Highest altitude Triathlons and Duathlons of the world organized for the first time in India by the House of India Endurance and Delhi International Triathlon (DIT) and Delhi Randonneurs! As the name Ladakh itself is synonymous with Buddhist culture, pristine surroundings, stunning breath taking views of snow capped mountains and mind blowing clear blue skies and numerous lakes and gushing rivers and Zero Pollution It's a land full of adventure sports yet at the same time Ladakh has a holistic and calming effect on the minds and souls on those coming from the busy schedules and stressful city life.
Leh is the largest city and the capital of Ladakh in the northern part of India.
Its an adventure paradise nestled amidst the breathtaking Zanskar Mountain Range landscape.
The sheer majestic mountain Ranges sans vegetation in different hues will take your breath away and the picture of it will be forever etched in your heart.
There is calmness and serenity in the air where Shining Buddha Statues , numerous Stupas, Prayer Wheels and age old monasteries tucked on sandy hillocks with fluttering prayer flags will simply mesmerize you.
Come and experience the challenging Triathlon and Duathlon in high altitudes of Leh at 12000 Feet where you plunge into one of the toughest Triathlons (due to thin air ) and your dream becomes a reality.
Note that you will need to come at least a week before and lose yourself in the breathtaking nature and its varied bounties and get acclimatized at the same time.
Explore Nubra Valley, Pangong Tso Lake, Lamayuru Monastery , Shanti Stupa and Leh Fort and many more unforgettable places will keep you on your toes for days.
NOTE - 4 Days Acclimatisation in Leh is compulsory to participate in the event.
Note - Swimming will take place in our venue Resort Pool ...which is the biggest and most Hygienic Pool in the all of Ladakh 45 x 35 Feet dimension Categories Sprint - 750mtr Swim+20k Cycle+5k Run Oly 1500 Swim+40 Cycle +10 Run Leh Man -1.9 km Swim+90 Cycle+21Run Duathlon 5K Run + 40 Cyc+ 10 k Run",https://cdn-az.allevents.in/events4/banners/efba095207215fd8e4e5a4b72d0d01253bcecfec9d167f9b521403f740cdc91e-rimg-w1200-h676-dc294f78-gmir?v=1747662129,1,2025-06-15,0.0,4.5,friends,2,"Leh, Ladakh",05:00,
"Open Mic for Comedy, Poetry, Storytelling, Singing - 24th May 6:30 PM","Comedy Poetry And Storytelling Open Mic Event In Delhi - Buddy On Stage BuddyOnStage is presenting Open Mic for stand up Comedy Poetry Singing and Storytelling Event Show on 24th May'2025 (Saturday) in New Delhi.
We are here to give you an opportunity to show your talent in front of world like Poetry Shayari Storytelling Singing Stand Up Comedy etc.
Date: 24th May 2025 (Saturday) Time: 6:30 PM onwards Venue: Buddy On Stage | L-11 Basement Malviya Nagar I New Delhi | Pin Code - 110017 Performer Fee: ₹ 200/- Audience Fee: ₹ 50/- ( Note: Audience Fee is FREE if you are coming with a Performer) WhatsApp/Call: +919015575517 Organized By: Buddy On Stage In this show you can show your talent in- STORY SHAYARI GHAZALS SINGING STORY TELLING STAND UP COMEDY Our Social Media Accounts: Facebook - https://www.facebook.com/buddyonstage Instagram - https://www.instagram.com/buddyonstage Twitter - https://www.twitter.com/buddy_on_stage Linked IN - https://www.linkedin.com/company/buddy-on-stage YouTube - https://www.youtube.com/channel/UCC3AFpNh4OHuJLHTowSBMEg Pinterest - www.pinterest.com/buddyonstage #OpenMic #OpenMicPoetry #OpenMicComedy #standupcomedy #ComedyOpenMic #OpenMicDelhi #openmicDelhi #Openmicshow #Openmicpoetryindelhi #Openmicforpoetry #Poetry #Shayari #Storytelling #Singing #BuddyOnStage #TheBuddyOnStage #OpenMics #artistofdelhi #poetofdelhi #Writer #Artists #Shayar Looking for a fun and vibrant open mic night in town? Look no further than Buddy On Stage! Our intimate setting is the perfect place to showcase your talents in front of a supportive and friendly audience.
Whether you're a seasoned performer or just getting started we welcome you to come out and join the fun! Rule: If the performer arrives after 10 minutes of show start time they will not be allowed to perform & refunds will not be provided in such cases.
So please make sure to arrive at the venue at least 15 minutes before the scheduled start time to avoid any inconvenience.",https://cdn2.allevents.in/thumbs/thumb6817a8bb7c330.png,1,2025-05-24,0.0,4.5,friends,2,Buddy On Stage,18:30,20:30
